"X","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
314,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6
315,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
316,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
317,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
318,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
319,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
320,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5
321,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5
322,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
323,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7
324,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6
325,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
326,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
327,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
328,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5
329,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
330,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
331,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
332,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
333,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
334,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6
335,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7
336,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
337,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
338,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
339,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
340,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5
341,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5
342,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5
343,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5
344,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
345,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8
346,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7
347,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5
348,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
349,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5
350,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7
351,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6
352,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3
353,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5
354,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
355,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
356,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
357,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5
358,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
359,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
360,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
361,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7
362,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
363,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6
364,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5
365,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
366,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5
367,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5
368,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
369,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5
370,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6
371,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
372,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5
373,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5
374,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5
375,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6
376,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7
377,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6
378,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5
379,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6
380,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
381,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6
382,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5
383,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
384,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
385,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6
386,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
387,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
388,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6
389,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6
390,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
391,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7
392,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6
393,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6
394,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6
395,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
396,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
397,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5
398,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4
399,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5
400,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
401,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5
402,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
403,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
404,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6
405,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6
406,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
407,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7
408,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6
409,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6
410,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6
411,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
412,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6
413,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4
414,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6
415,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6
416,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6
417,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6
418,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
419,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
420,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
421,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
422,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5
423,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6
424,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4
425,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
426,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6
427,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6
428,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
429,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6
430,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
431,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5
432,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
433,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
434,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
435,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
436,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5
437,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6
438,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
439,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6
440,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7
441,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6
442,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
443,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5
444,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6
445,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6
446,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5
447,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6
448,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
449,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5
450,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7
451,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7
452,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
453,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
454,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
455,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7
456,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5
457,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
458,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
459,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7
460,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6
461,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6
462,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7
463,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
464,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5
465,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
466,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
467,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7
468,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
469,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6
470,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
471,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7
472,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6
473,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6
474,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
475,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
476,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
477,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
478,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6
479,6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
480,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6
481,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
482,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
483,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
484,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
485,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6
486,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6
487,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
488,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5
489,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5
490,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6
491,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5
492,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
493,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8
494,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
495,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
496,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
497,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6
498,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
499,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
500,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
501,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5
502,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6
503,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6
504,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
505,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5
506,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5
507,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5
508,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4
509,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6
510,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5
511,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5
512,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6
513,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
514,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
515,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6
516,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7
517,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6
518,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6
519,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5
520,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5
521,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,4
522,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5
523,7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4
524,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
525,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5
526,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6
527,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
528,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6
529,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5
530,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6
531,7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8
532,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6
533,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5
534,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6
535,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
536,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
537,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
538,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5
539,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,5
540,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6
541,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5
542,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5
543,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5
544,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7
545,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,4
546,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6
547,6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,4
548,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5
549,5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5
550,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6
551,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5
552,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
553,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
554,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5
555,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4
556,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6
557,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6
558,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5
559,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5
560,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6
561,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5
562,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5
563,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
564,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
565,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5
566,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6
567,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
568,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5
569,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5
570,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6
571,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8
572,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5
573,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7
574,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5
575,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5
576,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,5
577,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6
578,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6
579,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5
580,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
581,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
582,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5
583,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7
584,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
585,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3
586,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6
587,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6
588,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5
589,7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6
590,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
591,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
592,7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6
593,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
594,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6
595,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6
596,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
597,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7
598,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5
599,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6
600,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7
601,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
602,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
603,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
604,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
605,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
606,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5
607,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
608,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
609,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
610,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7
611,6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7
612,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7
613,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5
614,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9
615,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6
616,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6
617,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
618,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
619,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
620,6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4
621,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
622,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
623,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
624,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
625,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
626,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7
627,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
628,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
